,Course,TermName,ClassAveLetter,SubjectCode,URL,Instructor
6706,MATH264,S2016,C+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-264,"Trudeau, Sidney"
6707,MATH264,F2016,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-264,"Choksi, Rustum"
6708,MATH264,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-264,"Sharma, Amit"
6709,MATH264,S2017,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-264,"Jain, Rohit"
6710,MATH264,F2017,C+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-264,"Wan, Andy"
6711,MATH264,W2018,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-264,"Guan, Pengfei"
6712,MATH264,S2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-264,"Sharma, Amit"
6713,MATH264,F2018,B+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-264,"Mei, Ming"
6714,MATH264,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-264,"Guan, Pengfei"
6715,MATH264,S2019,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-264,"Nazari Zahraei Motlagh, Erfan"
6716,MATH264,F2019,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-264,"Wong, Biji; Hurtubise, Jacques Claude"
6717,MATH264,S2020,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-264,"Nazari Zahraei Motlagh, Erfan"
6718,MATH264,F2020,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-264,"Vetois, Jerome"
6719,MATH264,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-264,"Choksi, Rustum"
6720,MATH264,S2021,B,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-264,"Nazari Zahraei Motlagh, Erfan"
6721,MATH264,F2021,A-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-264,"Lipnowski, Michael"
6722,MATH264,W2022,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-264,"Bélanger-Rioux, Rosalie"
6723,MATH264,S2022,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-264,"Bibby, Sean"
6724,MATH264,F2022,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-264,"Bibby, Sean"
6725,MATH264,W2023,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-264,"Fortier, Jérôme"
6726,MATH264,S2023,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-264,"Sabbagh, Magid"
6727,MATH264,F2023,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-264,"Roth, Charles"
6728,MATH264,W2024,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-264,"Fortier, Jérôme"
6729,MATH264,S2024,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-264,"Roth, Charles"
6730,MATH270,W2014,B,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-270,"Shirokoff, David"
6731,MATH270,W2015,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-270,"Drury, Stephen W"
6732,MATH270,F2015,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-270,"Novytska, Yuliya"
6733,MATH270,W2016,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-270,"Cornwell, Christopher"
6734,MATH270,F2016,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-270,"Osajda, Damian"
6735,MATH271,F2014,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-271,"Roth, Charles"
6736,MATH271,F2015,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-271,"Roth, Charles"
6737,MATH271,W2016,C+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-271,"Roth, Charles"
6738,MATH271,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-271,"Roth, Charles"
6739,MATH271,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-271,"Roth, Charles"
6740,MATH271,F2017,C+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-271,"Roth, Charles"
6741,MATH271,F2018,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-271,"Roth, Charles"
6742,MATH271,F2019,C+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-271,"Roth, Charles"
6743,MATH271,F2020,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-271,"Roth, Charles"
6744,MATH271,F2021,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-271,"Roth, Charles"
6745,MATH271,F2022,B-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-271,"Roth, Charles"
6746,MATH271,F2023,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-271,"Roth, Charles"
6747,MATH308,W2021,A,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-308,"Genest, Christian"
6748,MATH308,W2022,A,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-308,"Steele, Russell"
6749,MATH308,W2023,A-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-308,"Alam, Shomoita"
6750,MATH308,W2024,A-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-308,"Yang, Archer Yi"
6751,MATH314,W2014,B,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-314,"Trudeau, Sidney"
6752,MATH314,F2014,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-314,"Klemes, Ivo"
6753,MATH314,W2015,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-314,"Sancho, Neville G F"
6754,MATH314,W2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-314,"Roth, Charles"
6755,MATH314,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-314,"Roth, Charles"
6756,MATH314,W2017,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-314,"Drury, Stephen W"
6757,MATH314,F2017,A-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-314,"Drury, Stephen W"
6758,MATH314,W2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-314,"Roth, Charles"
6759,MATH314,F2018,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-314,"Roth, Charles"
6760,MATH314,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-314,"Drury, Stephen W"
6761,MATH314,F2019,C+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-314,"Roth, Charles"
6762,MATH314,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-314,"Roth, Charles"
6763,MATH314,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-314,"Toth, John A"
6764,MATH314,F2021,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-314,"Roth, Charles"
6765,MATH314,W2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-314,"Macdonald, Jeremy"
6766,MATH314,F2022,C+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-314,"Roth, Charles"
6767,MATH314,W2023,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-314,"Fortier, Jérôme"
6768,MATH314,F2023,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-314,"Toth, John A"
6769,MATH314,W2024,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-314,"Allen, Patrick"
6770,MATH315,W2014,B+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-315,"Tsogtgerel, Gantumur"
6771,MATH315,W2015,C+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-315,"Xu, Jian-Jun"
6772,MATH315,S2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-315,"Reimer, Krista"
6773,MATH315,F2015,C+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-315,"Xu, Jian-Jun"
6774,MATH315,W2016,A-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-315,"Lu, Xinyang"
6775,MATH315,S2016,C+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-315,"Roth, Charles"
6776,MATH315,F2016,A-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-315,"Lu, Xinyang"
6777,MATH315,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-315,"Mitry, John"
6778,MATH315,S2017,C+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-315,"Roth, Charles"
6779,MATH315,F2017,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-315,"Nave, Jean-Christophe"
6780,MATH315,W2018,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-315,"Lessard, Jean-Philippe"
6781,MATH315,S2018,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-315,"Roth, Charles"
6782,MATH315,F2018,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-315,"Nave, Jean-Christophe"
6783,MATH315,W2019,B+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-315,"Humphries, Antony Raymond"
