,Course,TermName,ClassAveLetter,ClassAveNum,SubjectCode,URL,Instructor,Instructor_1,Instructor_2,Instructor_3
4352,ENGL414,F2016,B+,3.3,ENGL,https://www.mcgill.ca/study/2016-2017/courses/engl-414,"Hickman, Miranda Brun","Hickman, Miranda Brun",,
4353,ENGL415,W2017,B+,3.3,ENGL,https://www.mcgill.ca/study/2016-2017/courses/engl-415,"Hepburn, William Allan","Hepburn, William Allan",,
4354,ENGL418,W2022,B+,3.3,ENGL,https://www.mcgill.ca/study/2021-2022/courses/engl-418,"Hickman, Miranda Brun","Hickman, Miranda Brun",,
4355,ENGL421,F2020,A-,3.7,ENGL,https://www.mcgill.ca/study/2020-2021/courses/engl-421,"Popescu, Monica","Popescu, Monica",,
4356,ENGL423,W2017,A-,3.7,ENGL,https://www.mcgill.ca/study/2016-2017/courses/engl-423,"Hickman, Miranda Brun","Hickman, Miranda Brun",,
4357,ENGL423,F2020,A-,3.7,ENGL,https://www.mcgill.ca/study/2020-2021/courses/engl-423,"Nicholson, Michael","Nicholson, Michael",,
4358,ENGL423,W2023,A-,3.7,ENGL,https://www.mcgill.ca/study/2022-2023/courses/engl-423,"LeClerc, Jeremie","LeClerc, Jeremie",,
4359,ENGL440,F2018,A,4.0,ENGL,https://www.mcgill.ca/study/2018-2019/courses/engl-440,"Stenbaek, Marianne A","Stenbaek, Marianne A",,
4360,ENGL440,F2020,A,4.0,ENGL,https://www.mcgill.ca/study/2020-2021/courses/engl-440,"Stenbaek, Marianne A","Stenbaek, Marianne A",,
4361,ENGL441,W2023,A,4.0,ENGL,https://www.mcgill.ca/study/2022-2023/courses/engl-441,"Stenbaek, Marianne A","Stenbaek, Marianne A",,
4362,ENGL472,W2019,B+,3.3,ENGL,https://www.mcgill.ca/study/2018-2019/courses/engl-472,"So, Richard","So, Richard",,
4363,ENGL481,F2017,B+,3.3,ENGL,https://www.mcgill.ca/study/2017-2018/courses/engl-481,"McCormick, Casey","McCormick, Casey",,
4364,ENGL489,F2018,B,3.0,ENGL,https://www.mcgill.ca/study/2018-2019/courses/engl-489,"Nystrom, Derek","Nystrom, Derek",,
6265,MATH111,W2017,A-,3.7,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-111,"Fox, Thomas F","Fox, Thomas F",,
6266,MATH111,W2021,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-111,"Causley, Broderick","Causley, Broderick",,
6267,MATH112,F2011,B-,2.7,MATH,https://www.mcgill.ca/study/2011-2012/courses/math-112,"Froehlich, Sara","Froehlich, Sara",,
6268,MATH112,F2012,B-,2.7,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-112,"El Hajj, Layan","El Hajj, Layan",,
6269,MATH122,F2013,B-,2.7,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-122,"Trudeau, Sidney; Chen, Yu-Ting","Trudeau, Sidney","Chen, Yu-Ting",
6270,MATH122,F2014,C+,2.3,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-122,"Anderson, William J; Trudeau, Sidney","Anderson, William J","Trudeau, Sidney",
6271,MATH122,F2015,B-,2.7,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-122,"Elmasri, Mohamad; Trudeau, Sidney","Elmasri, Mohamad","Trudeau, Sidney",
6272,MATH122,W2016,B-,2.7,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-122,"Novytska, Yuliya","Novytska, Yuliya",,
6273,MATH122,F2016,B-,2.7,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-122,"Trudeau, Sidney; Liu, Zheng","Trudeau, Sidney","Liu, Zheng",
6274,MATH122,F2017,B-,2.7,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-122,"Sektnan, Lars","Sektnan, Lars",,
6275,MATH122,F2018,B-,2.7,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-122,"Trudeau, Sidney","Trudeau, Sidney",,
6276,MATH122,F2019,B-,2.7,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-122,"Trudeau, Sidney","Trudeau, Sidney",,
6277,MATH122,F2020,A,4.0,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-122,"Fortier, Jérôme","Fortier, Jérôme",,
6278,MATH122,F2021,B,3.0,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-122,"Duchesne, Gabriel William","Duchesne, Gabriel William",,
6279,MATH122,F2022,A-,3.7,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-122,"Abi Younes, Elio","Abi Younes, Elio",,
6280,MATH122,F2023,B+,3.3,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-122,"Hedicke, Jakob","Hedicke, Jakob",,
6281,MATH123,W2014,B+,3.3,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-123,"Trudeau, Sidney; Anderson, William J","Trudeau, Sidney","Anderson, William J",
6282,MATH123,W2015,B+,3.3,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-123,"Trudeau, Sidney","Trudeau, Sidney",,
6283,MATH123,W2016,B+,3.3,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-123,"Trudeau, Sidney","Trudeau, Sidney",,
6284,MATH123,W2017,B+,3.3,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-123,"Trudeau, Sidney; Nagel, Matthias","Trudeau, Sidney","Nagel, Matthias",
6285,MATH123,W2018,A-,3.7,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-123,"Trudeau, Sidney","Trudeau, Sidney",,
6286,MATH123,W2019,A-,3.7,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-123,"Shokoohi, Farhad","Shokoohi, Farhad",,
6287,MATH123,F2019,B,3.0,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-123,"Frieden, Gabriel Michael; Trudeau, Sidney","Frieden, Gabriel Michael","Trudeau, Sidney",
6288,MATH123,F2020,B+,3.3,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-123,"Beckman, Erin","Beckman, Erin",,
6289,MATH123,W2021,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-123,"Trudeau, Sidney","Trudeau, Sidney",,
6290,MATH123,F2021,B+,3.3,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-123,"Hughes, Thomas James","Hughes, Thomas James",,
6291,MATH123,W2022,B+,3.3,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-123,"Abdenbi, Brahim","Abdenbi, Brahim",,
6292,MATH123,F2022,B+,3.3,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-123,"Macdonald, Jeremy","Macdonald, Jeremy",,
6293,MATH123,W2023,B,3.0,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-123,"Martine, Gabriel","Martine, Gabriel",,
6294,MATH123,F2023,A-,3.7,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-123,"Keeler, Blake","Keeler, Blake",,
6295,MATH123,W2024,A-,3.7,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-123,"Sabbagh, Magid","Sabbagh, Magid",,
6296,MATH133,F2012,B-,2.7,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-133,"Cormier, Eric; Kelome, Djivede; Anderson, William J; Bailey, Michael","Cormier, Eric","Kelome, Djivede","Anderson, William J"
6297,MATH133,W2013,B,3.0,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-133,"Anderson, William J; Candelori, Luca","Anderson, William J","Candelori, Luca",
6298,MATH133,F2013,C+,2.3,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-133,"Brakocevic, Miljan; Kelome, Djivede; Bailey, Michael; Anderson, William J","Brakocevic, Miljan","Kelome, Djivede","Bailey, Michael"
6299,MATH133,W2014,C+,2.3,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-133,"Banks, Jessica; Trudeau, Sidney","Banks, Jessica","Trudeau, Sidney",
6300,MATH133,S2014,B,3.0,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-133,"Novytska, Yuliya","Novytska, Yuliya",,
6301,MATH133,F2014,B-,2.7,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-133,"Cornwell, Christopher; Kelome, Djivede; Trudeau, Sidney; Brandenbursky, Michael","Cornwell, Christopher","Kelome, Djivede","Trudeau, Sidney"
6302,MATH133,W2015,B-,2.7,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-133,"Kelome, Djivede; Trudeau, Sidney","Kelome, Djivede","Trudeau, Sidney",
6303,MATH133,S2015,B,3.0,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-133,"Elias, Yara","Elias, Yara",,
6304,MATH133,F2015,B-,2.7,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-133,"Disegni, Daniel; Kelome, Djivede; Baratin, Aristide; Anderson, William J","Disegni, Daniel","Kelome, Djivede","Baratin, Aristide"
6305,MATH133,W2016,B-,2.7,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-133,"Novytska, Yuliya; Kelome, Djivede","Novytska, Yuliya","Kelome, Djivede",
6306,MATH133,S2016,B-,2.7,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-133,"Baratin, Aristide","Baratin, Aristide",,
6307,MATH133,F2016,B,3.0,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-133,"Kelome, Djivede; Huang, Jingyin; Sharma, Amit; Aleyasin, Seyed Ali; Aryan, Farzad","Kelome, Djivede","Huang, Jingyin","Sharma, Amit"
6308,MATH133,W2017,B,3.0,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-133,"Kelome, Djivede","Kelome, Djivede",,
6309,MATH133,S2017,B,3.0,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-133,"Baratin, Aristide","Baratin, Aristide",,
6310,MATH133,F2017,B-,2.7,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-133,"Kelome, Djivede; Dolce, Francesco; Qiu, Guohuan; Sharma, Amit","Kelome, Djivede","Dolce, Francesco","Qiu, Guohuan"
6311,MATH133,W2018,B+,3.3,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-133,"Wang, Haining","Wang, Haining",,
6312,MATH133,S2018,B,3.0,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-133,"Patrias, Rebecca","Patrias, Rebecca",,
6313,MATH133,F2018,B,3.0,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-133,"Fortier, Jerome; Shen, Liangming; Pequignot, Yann Batiste; Osajda, Damian","Fortier, Jerome","Shen, Liangming","Pequignot, Yann Batiste"
6314,MATH133,W2019,B-,2.7,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-133,"Fortier, Jerome","Fortier, Jerome",,
6315,MATH133,S2019,B,3.0,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-133,"Patrias, Rebecca","Patrias, Rebecca",,
6316,MATH133,F2019,B+,3.3,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-133,"Bélanger-Rioux, Rosalie; Omar, Zayd; Albanese, Michael","Bélanger-Rioux, Rosalie","Omar, Zayd","Albanese, Michael"
6317,MATH133,S2020,A-,3.7,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-133,"Sicca Gonçalves, Vladmir","Sicca Gonçalves, Vladmir",,
6318,MATH133,F2020,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-133,"Bélanger-Rioux, Rosalie; Ball, Gavin; Aigner, Florian; Przytycki, Piotr","Bélanger-Rioux, Rosalie","Ball, Gavin","Aigner, Florian"
6319,MATH133,W2021,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-133,"Kelome, Djivede","Kelome, Djivede",,
6320,MATH133,S2021,B,3.0,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-133,"Munro, Zachary","Munro, Zachary",,
6321,MATH133,F2021,B+,3.3,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-133,"Bélanger-Rioux, Rosalie; Bibby, Sean; Chinis, Jake; Li, Wanlin; Alfieri, Antonio","Bélanger-Rioux, Rosalie","Bibby, Sean","Chinis, Jake"
6322,MATH133,W2022,B,3.0,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-133,"Fortier, Jérôme","Fortier, Jérôme",,
6323,MATH133,S2022,B-,2.7,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-133,"Leroux-Lapierre, Alexis","Leroux-Lapierre, Alexis",,
6324,MATH133,F2022,B+,3.3,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-133,"Bélanger-Rioux, Rosalie; Mazakian, Hovsep; Gerbelli-Gauthier, Mathilde; Alfieri, Antonio","Bélanger-Rioux, Rosalie","Mazakian, Hovsep","Gerbelli-Gauthier, Mathilde"
6325,MATH133,W2023,B-,2.7,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-133,"Duchesne, Gabriel William","Duchesne, Gabriel William",,
6326,MATH133,S2023,C+,2.3,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-133,"Leroux-Lapierre, Alexis","Leroux-Lapierre, Alexis",,
6327,MATH133,F2023,B-,2.7,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-133,"Trudeau, Sidney; Collins-Woodfin, Elizabeth; Branchereau, Romain","Trudeau, Sidney","Collins-Woodfin, Elizabeth","Branchereau, Romain"
6328,MATH133,W2024,B,3.0,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-133,"Gerbelli-Gauthier, Mathilde","Gerbelli-Gauthier, Mathilde",,
6329,MATH133,S2024,B+,3.3,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-133,"Bellemare, Hugues","Bellemare, Hugues",,
6330,MATH139,F2013,B-,2.7,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-139,"Chen, Linan","Chen, Linan",,
6331,MATH139,F2014,B+,3.3,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-139,"Chen, Linan","Chen, Linan",,
6332,MATH139,F2015,B+,3.3,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-139,"Chen, Linan","Chen, Linan",,
6333,MATH139,F2016,B-,2.7,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-139,"Froehlich, Sara","Froehlich, Sara",,
6334,MATH139,F2017,B+,3.3,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-139,"Mehrabian, Abbas","Mehrabian, Abbas",,
6335,MATH139,F2018,B+,3.3,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-139,"Sektnan, Lars; Trudeau, Sidney","Sektnan, Lars","Trudeau, Sidney",
6336,MATH139,F2019,C+,2.3,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-139,"Nica, Bogdan; Trudeau, Sidney","Nica, Bogdan","Trudeau, Sidney",
6337,MATH139,F2020,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-139,"Bibby, Sean; Trudeau, Sidney; Lumley, Allysa; Negrini, Isabella","Bibby, Sean","Trudeau, Sidney","Lumley, Allysa"
6338,MATH139,F2021,B-,2.7,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-139,"Sicca Gonçalves, Vladmir","Sicca Gonçalves, Vladmir",,
6339,MATH139,F2022,B,3.0,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-139,"Sabbagh, Magid","Sabbagh, Magid",,
6340,MATH139,F2023,B,3.0,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-139,"Scarpa, Carlo","Scarpa, Carlo",,
6341,MATH140,F2012,B,3.0,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-140,"Trudeau, Sidney; Drury, Stephen W; Fox, Thomas F","Trudeau, Sidney","Drury, Stephen W","Fox, Thomas F"
6342,MATH140,W2013,B-,2.7,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-140,"Topaloglu, Ihsan","Topaloglu, Ihsan",,
6343,MATH140,F2013,B,3.0,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-140,"Hundemer, Axel W; Disegni, Daniel","Hundemer, Axel W","Disegni, Daniel",
6344,MATH140,W2014,B-,2.7,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-140,"Drury, Stephen W","Drury, Stephen W",,
6345,MATH140,F2014,B+,3.3,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-140,"Hundemer, Axel W; Drury, Stephen W; Conlon, Ronan","Hundemer, Axel W","Drury, Stephen W","Conlon, Ronan"
6346,MATH140,W2015,B-,2.7,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-140,"Aleyasin, Seyed Ali","Aleyasin, Seyed Ali",,
6347,MATH140,F2015,B,3.0,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-140,"Hundemer, Axel W; Hu, Ying; Wallace, Michael","Hundemer, Axel W","Hu, Ying","Wallace, Michael"
6348,MATH140,W2016,B,3.0,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-140,"Vonk, Jan","Vonk, Jan",,
6349,MATH140,S2016,B,3.0,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-140,"Jakobson, Dmitry","Jakobson, Dmitry",,
6350,MATH140,F2016,B-,2.7,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-140,"Trudeau, Sidney; Jankiewicz, Katarzyna; Hu, Ying","Trudeau, Sidney","Jankiewicz, Katarzyna","Hu, Ying"
6351,MATH140,W2017,B-,2.7,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-140,"Orson, Patrick","Orson, Patrick",,
6352,MATH140,F2017,B,3.0,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-140,"Trudeau, Sidney; Meng, xianchang; Hu, Ying","Trudeau, Sidney","Meng, xianchang","Hu, Ying"
6353,MATH140,W2018,B,3.0,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-140,"Sektnan, Lars","Sektnan, Lars",,
6354,MATH140,S2018,B-,2.7,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-140,"Abdenbi, Brahim","Abdenbi, Brahim",,
6355,MATH140,F2018,B,3.0,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-140,"Trudeau, Sidney; Fortier, Jerome; Patrias, Rebecca","Trudeau, Sidney","Fortier, Jerome","Patrias, Rebecca"
6356,MATH140,W2019,B,3.0,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-140,"Garver, Alexander","Garver, Alexander",,
6357,MATH140,S2019,B-,2.7,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-140,"Zenz, Peter","Zenz, Peter",,
6358,MATH140,F2019,B,3.0,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-140,"Trudeau, Sidney; Negrini, Isabella; Walker, Aled","Trudeau, Sidney","Negrini, Isabella","Walker, Aled"
6359,MATH140,S2020,B+,3.3,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-140,"Zenz, Peter","Zenz, Peter",,
6360,MATH140,F2020,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-140,"Trudeau, Sidney; Ghaswala, Tyrone; Albanese, Michael","Trudeau, Sidney","Ghaswala, Tyrone","Albanese, Michael"
6361,MATH140,W2021,B+,3.3,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-140,"Fortier, Jérôme","Fortier, Jérôme",,
6362,MATH140,S2021,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-140,"Chen, Linan","Chen, Linan",,
6363,MATH140,F2021,B,3.0,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-140,"Trudeau, Sidney; Nazari Zahraei Motlagh, Erfan; Sabbagh, Magid","Trudeau, Sidney","Nazari Zahraei Motlagh, Erfan","Sabbagh, Magid"
6364,MATH140,W2022,C,2.0,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-140,"Kelome, Djivede","Kelome, Djivede",,
6365,MATH140,S2022,B-,2.7,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-140,"Abdenbi, Brahim","Abdenbi, Brahim",,
6366,MATH140,F2022,B-,2.7,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-140,"Trudeau, Sidney; Huang, Peiyuan; Mellick, Sam","Trudeau, Sidney","Huang, Peiyuan","Mellick, Sam"
6367,MATH140,W2023,B,3.0,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-140,"Collins-Woodfin, Elizabeth","Collins-Woodfin, Elizabeth",,
6368,MATH140,S2023,B,3.0,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-140,"Lybbert, Reginald","Lybbert, Reginald",,
6369,MATH140,F2023,B-,2.7,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-140,"Fortier, Jérôme; Cant, Dylan; Fu, Hao","Fortier, Jérôme","Cant, Dylan","Fu, Hao"
6370,MATH140,W2024,C+,2.3,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-140,"Fortier, Jérôme","Fortier, Jérôme",,
6371,MATH140,S2024,B,3.0,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-140,"Sajjad, Alia","Sajjad, Alia",,
6372,MATH141,W2013,B-,2.7,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-141,"Fox, Thomas F; Drury, Stephen W; Trudeau, Sidney","Fox, Thomas F","Drury, Stephen W","Trudeau, Sidney"
6373,MATH141,S2013,B-,2.7,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-141,"Bigdely, Hadi; Diaconescu, Oxana","Bigdely, Hadi","Diaconescu, Oxana",
6374,MATH141,F2013,B-,2.7,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-141,"Topaloglu, Ihsan","Topaloglu, Ihsan",,
6375,MATH141,W2014,B,3.0,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-141,"Brandenbursky, Michael; Hundemer, Axel W; Conlon, Ronan","Brandenbursky, Michael","Hundemer, Axel W","Conlon, Ronan"
6376,MATH141,S2014,B-,2.7,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-141,"Candelori, Luca; Brandenbursky, Michael","Candelori, Luca","Brandenbursky, Michael",
6377,MATH141,F2014,B,3.0,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-141,"Fox, Thomas F","Fox, Thomas F",,
6378,MATH141,W2015,B+,3.3,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-141,"Haug, Luis; Hundemer, Axel W; Conlon, Ronan","Haug, Luis","Hundemer, Axel W","Conlon, Ronan"
6379,MATH141,S2015,B,3.0,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-141,"Zwicker, Justine; Ehlen, Stephan","Zwicker, Justine","Ehlen, Stephan",
6380,MATH141,F2015,B,3.0,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-141,"Pang, Chung Yin Amy","Pang, Chung Yin Amy",,
6381,MATH141,W2016,B,3.0,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-141,"Shokoohi, Farhad; Hundemer, Axel W; Barsheshat, Yariv","Shokoohi, Farhad","Hundemer, Axel W","Barsheshat, Yariv"
6382,MATH141,S2016,B-,2.7,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-141,"Al Balushi, Ibrahim; McGillivray, Annaliza","Al Balushi, Ibrahim","McGillivray, Annaliza",
6383,MATH141,F2016,B,3.0,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-141,"Sektnan, Lars","Sektnan, Lars",,
6384,MATH141,W2017,B-,2.7,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-141,"Gobin, Damien; Trudeau, Sidney; Sektnan, Lars","Gobin, Damien","Trudeau, Sidney","Sektnan, Lars"
6385,MATH141,S2017,C+,2.3,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-141,"Nica, Bogdan Lucian; Al Balushi, Ibrahim","Nica, Bogdan Lucian","Al Balushi, Ibrahim",
6386,MATH141,F2017,B,3.0,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-141,"Gobin, Damien","Gobin, Damien",,
6387,MATH141,W2018,B,3.0,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-141,"Trudeau, Sidney; Gaster, Jonah; Fox, Thomas F","Trudeau, Sidney","Gaster, Jonah","Fox, Thomas F"
6388,MATH141,S2018,C+,2.3,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-141,"Nica, Bogdan Lucian; Causley, Broderick","Nica, Bogdan Lucian","Causley, Broderick",
6389,MATH141,F2018,B,3.0,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-141,"Perret-Gentil-dit-Maillard, Corentin; Gaster, Jonah","Perret-Gentil-dit-Maillard, Corentin","Gaster, Jonah",
6390,MATH141,W2019,B,3.0,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-141,"Trudeau, Sidney; Fortier, Jerome; Fox, Thomas F","Trudeau, Sidney","Fortier, Jerome","Fox, Thomas F"
6391,MATH141,S2019,B-,2.7,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-141,"Nica, Bogdan; Xu, Peter","Nica, Bogdan","Xu, Peter",
6392,MATH141,F2019,B-,2.7,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-141,"Haris, Asad; Trudeau, Sidney; Abdenbi, Brahim","Haris, Asad","Trudeau, Sidney","Abdenbi, Brahim"
6393,MATH141,S2020,B+,3.3,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-141,"Abdenbi, Brahim; Chinis, Iakovos","Abdenbi, Brahim","Chinis, Iakovos",
6394,MATH141,F2020,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-141,"Fortier, Jérôme; Sabok, Marcin","Fortier, Jérôme","Sabok, Marcin",
6395,MATH141,W2021,A-,3.7,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-141,"Trudeau, Sidney; Albanese, Michael; Ghaswala, Tyrone","Trudeau, Sidney","Albanese, Michael","Ghaswala, Tyrone"
6396,MATH141,S2021,B+,3.3,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-141,"Abdenbi, Brahim; Zenz, Peter","Abdenbi, Brahim","Zenz, Peter",
6397,MATH141,F2021,B-,2.7,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-141,"Macdonald, Jeremy; Albanese, Michael","Macdonald, Jeremy","Albanese, Michael",
6398,MATH141,W2022,B-,2.7,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-141,"Bibby, Sean; Fortier, Jérôme; Cavallo, Alberto","Bibby, Sean","Fortier, Jérôme","Cavallo, Alberto"
6399,MATH141,S2022,C+,2.3,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-141,"Sabbagh, Magid; Barill, Gavin","Sabbagh, Magid","Barill, Gavin",
6400,MATH141,F2022,B,3.0,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-141,"Macdonald, Jeremy; Xu, Peter","Macdonald, Jeremy","Xu, Peter",
6401,MATH141,W2023,B,3.0,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-141,"Trudeau, Sidney; Barill, Gavin; Mazakian, Hovsep","Trudeau, Sidney","Barill, Gavin","Mazakian, Hovsep"
6402,MATH141,S2023,B+,3.3,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-141,"Abi Younes, Elio; Hassan, Hazem","Abi Younes, Elio","Hassan, Hazem",
6403,MATH141,F2023,B,3.0,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-141,"Sroka, Marcin; Cairns, Hannah","Sroka, Marcin","Cairns, Hannah",
6404,MATH141,W2024,B,3.0,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-141,"Trudeau, Sidney; Macdonald, Jeremy; Mazakian, Hovsep","Trudeau, Sidney","Macdonald, Jeremy","Mazakian, Hovsep"
6405,MATH141,S2024,C+,2.3,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-141,"Mazakian, Hovsep; Abi Younes, Elio","Mazakian, Hovsep","Abi Younes, Elio",
6406,MATH150,F2012,B,3.0,MATH,https://www.mcgill.ca/study/2012-2013/courses/math-150,"Roth, Charles","Roth, Charles",,
