Class,Course,TermName,ClassAveLetter,ClassAveNum,Credits,
LING410-202401,LING410,W2024,A,4.0,3,1
LING425-201409,LING425,F2014,B,3.0,3,0
LING425-201609,LING425,F2016,B,3.0,3,0
LING425-201709,LING425,F2017,B,3.0,3,0
LING445-202109,LING445,F2021,A-,3.7,3,1
LING445-202301,LING445,W2023,A-,3.7,3,1
LING451-201801,LING451,W2018,A-,3.7,3,0
LING455-201609,LING455,F2016,B,3.0,3,1
LING521-201501,LING521,W2015,B,3.0,3,0
LING530-201601,LING530,W2016,A-,3.7,3,1
LING530-201801,LING530,W2018,A-,3.7,3,1
LING530-202209,LING530,F2022,B+,3.3,3,1
LING571-202301,LING571,W2023,A-,3.7,3,0
LLCU201-201609,LLCU201,F2016,B,3.0,3,1
LLCU210-201609,LLCU210,F2016,B,3.0,3,0
LLCU212-201409,LLCU212,F2014,B,3.0,3,1
LLCU212-201609,LLCU212,F2016,B+,3.3,3,1
LLCU212-201709,LLCU212,F2017,B+,3.3,3,1
LLCU212-201809,LLCU212,F2018,B+,3.3,3,1
LLCU212-201909,LLCU212,F2019,B+,3.3,3,1
LLCU212-202009,LLCU212,F2020,A-,3.7,3,1
LLCU230-202301,LLCU230,W2023,A,4.0,3,0
LLCU255-202201,LLCU255,W2022,A-,3.7,3,1
LLCU279-202109,LLCU279,F2021,B+,3.3,3,0
LLCU279-202301,LLCU279,W2023,A-,3.7,3,0
LLCU300-201801,LLCU300,W2018,A-,3.7,3,1
LLCU300-202101,LLCU300,W2021,B+,3.3,3,1
LLCU300-202201,LLCU300,W2022,A-,3.7,3,1
LLCU300-202301,LLCU300,W2023,A,4.0,3,1
LLCU311-201901,LLCU311,W2019,A-,3.7,3,0
LLCU312-202309,LLCU312,F2023,B+,3.3,3,1
LSCI202-201601,LSCI202,W2016,A-,3.7,3,0
LSCI202-201701,LSCI202,W2017,A-,3.7,3,0
LSCI202-201801,LSCI202,W2018,A-,3.7,3,0
LSCI202-201901,LSCI202,W2019,B+,3.3,3,0
LSCI202-202201,LSCI202,W2022,B+,3.3,3,0
LSCI202-202301,LSCI202,W2023,B,3.0,3,0
LSCI204-201401,LSCI204,W2014,B,3.0,3,1
LSCI204-201409,LSCI204,F2014,B,3.0,3,1
LSCI204-201509,LSCI204,F2015,B,3.0,3,1
LSCI204-201609,LSCI204,F2016,B+,3.3,3,1
LSCI204-201709,LSCI204,F2017,B+,3.3,3,1
LSCI204-201809,LSCI204,F2018,B+,3.3,3,1
LSCI204-201909,LSCI204,F2019,B,3.0,3,1
LSCI204-202009,LSCI204,F2020,A,4.0,3,1
LSCI204-202109,LSCI204,F2021,B+,3.3,3,1
LSCI204-202209,LSCI204,F2022,B+,3.3,3,1
LSCI204-202309,LSCI204,F2023,B+,3.3,3,1
LSCI211-201309,LSCI211,F2013,B-,2.7,3,0
LSCI211-201501,LSCI211,W2015,B,3.0,3,0
LSCI211-201509,LSCI211,F2015,B+,3.3,3,0
LSCI211-201601,LSCI211,W2016,B,3.0,3,0
LSCI211-201609,LSCI211,F2016,B,3.0,3,0
LSCI211-201701,LSCI211,W2017,B,3.0,3,0
LSCI211-201709,LSCI211,F2017,B+,3.3,3,0
LSCI211-201801,LSCI211,W2018,B+,3.3,3,0
LSCI211-201809,LSCI211,F2018,A-,3.7,3,0
LSCI211-201909,LSCI211,F2019,B+,3.3,3,0
LSCI211-202009,LSCI211,F2020,A,4.0,3,0
LSCI211-202101,LSCI211,W2021,A,4.0,3,0
LSCI211-202109,LSCI211,F2021,A,4.0,3,0
LSCI211-202201,LSCI211,W2022,B+,3.3,3,0
LSCI211-202209,LSCI211,F2022,B+,3.3,3,0
LSCI211-202301,LSCI211,W2023,B,3.0,3,0
LSCI211-202309,LSCI211,F2023,A-,3.7,3,0
LSCI230-201601,LSCI230,W2016,B+,3.3,3,1
LSCI230-201701,LSCI230,W2017,A-,3.7,3,1
LSCI230-201801,LSCI230,W2018,B+,3.3,3,1
LSCI230-201901,LSCI230,W2019,B+,3.3,3,1
LSCI230-202101,LSCI230,W2021,A-,3.7,3,1
LSCI230-202201,LSCI230,W2022,A-,3.7,3,1
LSCI230-202301,LSCI230,W2023,B,3.0,3,1
LSCI230-202401,LSCI230,W2024,B+,3.3,3,1
MATH111-201701,MATH111,W2017,A-,3.7,3,0
MATH111-202101,MATH111,W2021,A-,3.7,3,0
MATH112-201109,MATH112,F2011,B-,2.7,3,1
MATH112-201209,MATH112,F2012,B-,2.7,3,1
MATH122-201309,MATH122,F2013,B-,2.7,3,0
MATH122-201409,MATH122,F2014,C+,2.3,3,0
MATH122-201509,MATH122,F2015,B-,2.7,3,0
MATH122-201601,MATH122,W2016,B-,2.7,3,0
MATH122-201609,MATH122,F2016,B-,2.7,3,0
MATH122-201709,MATH122,F2017,B-,2.7,3,0
MATH122-201809,MATH122,F2018,B-,2.7,3,0
MATH122-201909,MATH122,F2019,B-,2.7,3,0
MATH122-202009,MATH122,F2020,A,4.0,3,0
MATH122-202109,MATH122,F2021,B,3.0,3,0
MATH122-202209,MATH122,F2022,A-,3.7,3,0
MATH122-202309,MATH122,F2023,B+,3.3,3,0
MATH123-201401,MATH123,W2014,B+,3.3,3,1
MATH123-201501,MATH123,W2015,B+,3.3,3,1
MATH123-201601,MATH123,W2016,B+,3.3,3,1
MATH123-201701,MATH123,W2017,B+,3.3,3,1
MATH123-201801,MATH123,W2018,A-,3.7,3,1
MATH123-201901,MATH123,W2019,A-,3.7,3,1
MATH123-201909,MATH123,F2019,B,3.0,3,1
MATH123-202009,MATH123,F2020,B+,3.3,3,1
MATH123-202101,MATH123,W2021,A-,3.7,3,1
MATH123-202109,MATH123,F2021,B+,3.3,3,1
MATH123-202201,MATH123,W2022,B+,3.3,3,1
MATH123-202209,MATH123,F2022,B+,3.3,3,1
MATH123-202301,MATH123,W2023,B,3.0,3,1
MATH123-202309,MATH123,F2023,A-,3.7,3,1
MATH123-202401,MATH123,W2024,A-,3.7,3,1
MATH133-201209,MATH133,F2012,B-,2.7,3,0
MATH133-201301,MATH133,W2013,B,3.0,3,0
MATH133-201309,MATH133,F2013,C+,2.3,3,0
MATH133-201401,MATH133,W2014,C+,2.3,3,0
MATH133-201405,MATH133,S2014,B,3.0,3,0
MATH133-201409,MATH133,F2014,B-,2.7,3,0
MATH133-201501,MATH133,W2015,B-,2.7,3,0
MATH133-201505,MATH133,S2015,B,3.0,3,0
MATH133-201509,MATH133,F2015,B-,2.7,3,0
MATH133-201601,MATH133,W2016,B-,2.7,3,0
MATH133-201605,MATH133,S2016,B-,2.7,3,0
MATH133-201609,MATH133,F2016,B,3.0,3,0
MATH133-201701,MATH133,W2017,B,3.0,3,0
MATH133-201705,MATH133,S2017,B,3.0,3,0
MATH133-201709,MATH133,F2017,B-,2.7,3,0
MATH133-201801,MATH133,W2018,B+,3.3,3,0
MATH133-201805,MATH133,S2018,B,3.0,3,0
MATH133-201809,MATH133,F2018,B,3.0,3,0
MATH133-201901,MATH133,W2019,B-,2.7,3,0
MATH133-201905,MATH133,S2019,B,3.0,3,0
MATH133-201909,MATH133,F2019,B+,3.3,3,0
MATH133-202005,MATH133,S2020,A-,3.7,3,0
MATH133-202009,MATH133,F2020,A-,3.7,3,0
MATH133-202101,MATH133,W2021,A-,3.7,3,
MATH133-202105,MATH133,S2021,B,3.0,3,
MATH133-202109,MATH133,F2021,B+,3.3,3,
MATH133-202201,MATH133,W2022,B,3.0,3,
MATH133-202205,MATH133,S2022,B-,2.7,3,
MATH133-202209,MATH133,F2022,B+,3.3,3,
MATH133-202301,MATH133,W2023,B-,2.7,3,
MATH133-202305,MATH133,S2023,C+,2.3,3,
MATH133-202309,MATH133,F2023,B-,2.7,3,
MATH133-202401,MATH133,W2024,B,3.0,3,
MATH133-202405,MATH133,S2024,B+,3.3,3,
MATH139-201309,MATH139,F2013,B-,2.7,4,
MATH139-201409,MATH139,F2014,B+,3.3,4,
MATH139-201509,MATH139,F2015,B+,3.3,4,
MATH139-201609,MATH139,F2016,B-,2.7,4,
MATH139-201709,MATH139,F2017,B+,3.3,4,
MATH139-201809,MATH139,F2018,B+,3.3,4,
MATH139-201909,MATH139,F2019,C+,2.3,4,
MATH139-202009,MATH139,F2020,A-,3.7,4,
MATH139-202109,MATH139,F2021,B-,2.7,4,
MATH139-202209,MATH139,F2022,B,3.0,4,
MATH139-202309,MATH139,F2023,B,3.0,4,
MATH140-201209,MATH140,F2012,B,3.0,3,
MATH140-201301,MATH140,W2013,B-,2.7,3,
MATH140-201309,MATH140,F2013,B,3.0,3,
MATH140-201401,MATH140,W2014,B-,2.7,3,
MATH140-201409,MATH140,F2014,B+,3.3,3,
MATH140-201501,MATH140,W2015,B-,2.7,3,
MATH140-201509,MATH140,F2015,B,3.0,3,
MATH140-201601,MATH140,W2016,B,3.0,3,
MATH140-201605,MATH140,S2016,B,3.0,3,
MATH140-201609,MATH140,F2016,B-,2.7,3,
MATH140-201701,MATH140,W2017,B-,2.7,3,
MATH140-201709,MATH140,F2017,B,3.0,3,
MATH140-201801,MATH140,W2018,B,3.0,3,
MATH140-201805,MATH140,S2018,B-,2.7,3,
MATH140-201809,MATH140,F2018,B,3.0,3,
MATH140-201901,MATH140,W2019,B,3.0,3,
MATH140-201905,MATH140,S2019,B-,2.7,3,
MATH140-201909,MATH140,F2019,B,3.0,3,
MATH140-202005,MATH140,S2020,B+,3.3,3,
MATH140-202009,MATH140,F2020,A-,3.7,3,
MATH140-202101,MATH140,W2021,B+,3.3,3,
MATH140-202105,MATH140,S2021,A-,3.7,3,
MATH140-202109,MATH140,F2021,B,3.0,3,
MATH140-202201,MATH140,W2022,C,2.0,3,
MATH140-202205,MATH140,S2022,B-,2.7,3,
MATH140-202209,MATH140,F2022,B-,2.7,3,
MATH140-202301,MATH140,W2023,B,3.0,3,
MATH140-202305,MATH140,S2023,B,3.0,3,
MATH140-202309,MATH140,F2023,B-,2.7,3,
MATH140-202401,MATH140,W2024,C+,2.3,3,
MATH140-202405,MATH140,S2024,B,3.0,3,
MATH141-201301,MATH141,W2013,B-,2.7,4,
MATH141-201305,MATH141,S2013,B-,2.7,4,
MATH141-201309,MATH141,F2013,B-,2.7,4,
MATH141-201401,MATH141,W2014,B,3.0,4,
MATH141-201405,MATH141,S2014,B-,2.7,4,
MATH141-201409,MATH141,F2014,B,3.0,4,
MATH141-201501,MATH141,W2015,B+,3.3,4,
MATH141-201505,MATH141,S2015,B,3.0,4,
MATH141-201509,MATH141,F2015,B,3.0,4,
MATH141-201601,MATH141,W2016,B,3.0,4,
MATH141-201605,MATH141,S2016,B-,2.7,4,
MATH141-201609,MATH141,F2016,B,3.0,4,
MATH141-201701,MATH141,W2017,B-,2.7,4,
MATH141-201705,MATH141,S2017,C+,2.3,4,
MATH141-201709,MATH141,F2017,B,3.0,4,
MATH141-201801,MATH141,W2018,B,3.0,4,
MATH141-201805,MATH141,S2018,C+,2.3,4,
MATH141-201809,MATH141,F2018,B,3.0,4,
MATH141-201901,MATH141,W2019,B,3.0,4,
MATH141-201905,MATH141,S2019,B-,2.7,4,
MATH141-201909,MATH141,F2019,B-,2.7,4,
MATH141-202005,MATH141,S2020,B+,3.3,4,
MATH141-202009,MATH141,F2020,A-,3.7,4,
MATH141-202101,MATH141,W2021,A-,3.7,4,
MATH141-202105,MATH141,S2021,B+,3.3,4,
MATH141-202109,MATH141,F2021,B-,2.7,4,
MATH141-202201,MATH141,W2022,B-,2.7,4,
MATH141-202205,MATH141,S2022,C+,2.3,4,
MATH141-202209,MATH141,F2022,B,3.0,4,
MATH141-202301,MATH141,W2023,B,3.0,4,
MATH141-202305,MATH141,S2023,B+,3.3,4,
MATH141-202309,MATH141,F2023,B,3.0,4,
MATH141-202401,MATH141,W2024,B,3.0,4,
MATH141-202405,MATH141,S2024,C+,2.3,4,
MATH150-201209,MATH150,F2012,B,3.0,4,
MATH150-201409,MATH150,F2014,B,3.0,4,
MATH150-201509,MATH150,F2015,B+,3.3,4,
MATH150-201609,MATH150,F2016,B,3.0,4,
MATH150-201709,MATH150,F2017,A-,3.7,4,
MATH150-201809,MATH150,F2018,B-,2.7,4,
MATH150-201909,MATH150,F2019,B+,3.3,4,
MATH150-202009,MATH150,F2020,A-,3.7,4,
MATH150-202109,MATH150,F2021,B,3.0,4,
MATH150-202209,MATH150,F2022,B+,3.3,4,
MATH150-202309,MATH150,F2023,B,3.0,4,
MATH151-201301,MATH151,W2013,C+,2.3,4,
MATH151-201501,MATH151,W2015,B+,3.3,4,
MATH151-201601,MATH151,W2016,B,3.0,4,
MATH151-201701,MATH151,W2017,B,3.0,4,
MATH151-201801,MATH151,W2018,B+,3.3,4,
MATH151-201901,MATH151,W2019,B,3.0,4,
MATH151-202101,MATH151,W2021,B+,3.3,4,
MATH151-202301,MATH151,W2023,B,3.0,4,
MATH151-202401,MATH151,W2024,B,3.0,4,
MATH180-201309,MATH180,F2013,A-,3.7,3,
MATH180-201409,MATH180,F2014,A,4.0,3,
MATH180-201609,MATH180,F2016,A,4.0,3,
MATH180-201709,MATH180,F2017,A-,3.7,3,
MATH180-201809,MATH180,F2018,A-,3.7,3,
MATH180-201909,MATH180,F2019,A-,3.7,3,
MATH180-202009,MATH180,F2020,A,4.0,3,
MATH180-202109,MATH180,F2021,A,4.0,3,
MATH180-202209,MATH180,F2022,A,4.0,3,
MATH180-202309,MATH180,F2023,A,4.0,3,
MATH203-201305,MATH203,S2013,B+,3.3,3,
MATH203-201309,MATH203,F2013,A-,3.7,3,
MATH203-201405,MATH203,S2014,B+,3.3,3,
MATH203-201409,MATH203,F2014,B+,3.3,3,
MATH203-201501,MATH203,W2015,B+,3.3,3,
MATH203-201509,MATH203,F2015,B+,3.3,3,
MATH203-201601,MATH203,W2016,A-,3.7,3,
MATH203-201609,MATH203,F2016,B+,3.3,3,
MATH203-201701,MATH203,W2017,A-,3.7,3,
MATH203-201705,MATH203,S2017,A-,3.7,3,
MATH203-201709,MATH203,F2017,B+,3.3,3,
MATH203-201801,MATH203,W2018,A-,3.7,3,
MATH203-201805,MATH203,S2018,A-,3.7,3,
MATH203-201809,MATH203,F2018,B+,3.3,3,
MATH203-201901,MATH203,W2019,B,3.0,3,
MATH203-201905,MATH203,S2019,A-,3.7,3,
MATH203-201909,MATH203,F2019,A-,3.7,3,
MATH203-202005,MATH203,S2020,A,4.0,3,
MATH203-202009,MATH203,F2020,A,4.0,3,
MATH203-202101,MATH203,W2021,A,4.0,3,
MATH203-202105,MATH203,S2021,A-,3.7,3,
MATH203-202109,MATH203,F2021,A-,3.7,3,
MATH203-202201,MATH203,W2022,A-,3.7,3,
MATH203-202205,MATH203,S2022,A-,3.7,3,
MATH203-202209,MATH203,F2022,A,4.0,3,
MATH203-202301,MATH203,W2023,A,4.0,3,
MATH203-202305,MATH203,S2023,A,4.0,3,
MATH203-202309,MATH203,F2023,A,4.0,3,
MATH203-202401,MATH203,W2024,A,4.0,3,
MATH203-202405,MATH203,S2024,A-,3.7,3,
MATH204-201501,MATH204,W2015,B+,3.3,3,
MATH204-201601,MATH204,W2016,B+,3.3,3,
MATH204-201701,MATH204,W2017,B+,3.3,3,
MATH204-201801,MATH204,W2018,B+,3.3,3,
MATH204-201901,MATH204,W2019,B+,3.3,3,
MATH204-202101,MATH204,W2021,A-,3.7,3,
MATH204-202201,MATH204,W2022,A,4.0,3,
MATH204-202301,MATH204,W2023,A-,3.7,3,
MATH204-202401,MATH204,W2024,B+,3.3,3,
MATH208-201909,MATH208,F2019,A-,3.7,3,
MATH208-202009,MATH208,F2020,A,4.0,3,
MATH208-202109,MATH208,F2021,A,4.0,3,
MATH208-202209,MATH208,F2022,A,4.0,3,
MATH208-202309,MATH208,F2023,B+,3.3,3,
MATH222-201309,MATH222,F2013,B+,3.3,3,
MATH222-201401,MATH222,W2014,B+,3.3,3,
MATH222-201409,MATH222,F2014,C+,2.3,3,
MATH222-201509,MATH222,F2015,B-,2.7,3,
MATH222-201601,MATH222,W2016,B-,2.7,3,
MATH222-201605,MATH222,S2016,B,3.0,3,
MATH222-201609,MATH222,F2016,B-,2.7,3,
MATH222-201701,MATH222,W2017,B-,2.7,3,
MATH222-201705,MATH222,S2017,B+,3.3,3,
MATH222-201709,MATH222,F2017,B,3.0,3,
MATH222-201801,MATH222,W2018,B-,2.7,3,
MATH222-201805,MATH222,S2018,B+,3.3,3,
MATH222-201809,MATH222,F2018,C+,2.3,3,
MATH222-201901,MATH222,W2019,B,3.0,3,
MATH222-201905,MATH222,S2019,B,3.0,3,
MATH222-201909,MATH222,F2019,B,3.0,3,
MATH222-202005,MATH222,S2020,A,4.0,3,
MATH222-202009,MATH222,F2020,A-,3.7,3,
MATH222-202101,MATH222,W2021,B+,3.3,3,
MATH222-202105,MATH222,S2021,B+,3.3,3,
MATH222-202109,MATH222,F2021,B+,3.3,3,
MATH222-202201,MATH222,W2022,B-,2.7,3,
MATH222-202205,MATH222,S2022,B-,2.7,3,
MATH222-202209,MATH222,F2022,B+,3.3,3,
MATH222-202301,MATH222,W2023,C+,2.3,3,
MATH222-202305,MATH222,S2023,B,3.0,3,
MATH222-202309,MATH222,F2023,B+,3.3,3,
MATH222-202401,MATH222,W2024,C+,2.3,3,
MATH222-202405,MATH222,S2024,B+,3.3,3,
MATH223-201309,MATH223,F2013,B,3.0,3,
MATH223-201401,MATH223,W2014,B+,3.3,3,
MATH223-201409,MATH223,F2014,B,3.0,3,
MATH223-201501,MATH223,W2015,B-,2.7,3,
MATH223-201509,MATH223,F2015,B,3.0,3,
MATH223-201601,MATH223,W2016,B+,3.3,3,
MATH223-201609,MATH223,F2016,B-,2.7,3,
MATH223-201701,MATH223,W2017,B+,3.3,3,
MATH223-201709,MATH223,F2017,B-,2.7,3,
MATH223-201801,MATH223,W2018,C+,2.3,3,
MATH223-201809,MATH223,F2018,B-,2.7,3,
MATH223-201901,MATH223,W2019,B-,2.7,3,
MATH223-201909,MATH223,F2019,B+,3.3,3,
MATH223-202009,MATH223,F2020,A-,3.7,3,
MATH223-202101,MATH223,W2021,A-,3.7,3,
MATH223-202109,MATH223,F2021,C+,2.3,3,
MATH223-202201,MATH223,W2022,B,3.0,3,
MATH223-202209,MATH223,F2022,B,3.0,3,
MATH223-202301,MATH223,W2023,B-,2.7,3,
MATH223-202309,MATH223,F2023,B,3.0,3,
MATH223-202401,MATH223,W2024,B+,3.3,3,
MATH235-201409,MATH235,F2014,B-,2.7,3,
MATH235-201509,MATH235,F2015,B-,2.7,3,
MATH235-201609,MATH235,F2016,B-,2.7,3,
MATH235-201709,MATH235,F2017,B,3.0,3,
MATH235-201809,MATH235,F2018,B+,3.3,3,
MATH235-201909,MATH235,F2019,B+,3.3,3,
MATH235-202009,MATH235,F2020,A,4.0,3,
MATH235-202109,MATH235,F2021,B+,3.3,3,
MATH235-202209,MATH235,F2022,B+,3.3,3,
MATH235-202309,MATH235,F2023,B-,2.7,3,
MATH236-201501,MATH236,W2015,B,3.0,3,
MATH236-201601,MATH236,W2016,B-,2.7,3,
MATH236-201701,MATH236,W2017,B-,2.7,3,
MATH236-201801,MATH236,W2018,C+,2.3,3,
MATH236-201901,MATH236,W2019,C+,2.3,3,
MATH236-202101,MATH236,W2021,A-,3.7,3,
MATH236-202201,MATH236,W2022,B,3.0,3,
MATH236-202301,MATH236,W2023,B,3.0,3,
MATH236-202401,MATH236,W2024,B-,2.7,3,
MATH240-201309,MATH240,F2013,B,3.0,3,
MATH240-201409,MATH240,F2014,B,3.0,3,
MATH240-201509,MATH240,F2015,B+,3.3,3,
MATH240-201609,MATH240,F2016,B,3.0,3,
MATH240-201701,MATH240,W2017,B+,3.3,3,
MATH240-201709,MATH240,F2017,B,3.0,3,
MATH240-201801,MATH240,W2018,B,3.0,3,
MATH240-201809,MATH240,F2018,C,2.0,3,
MATH240-201901,MATH240,W2019,C+,2.3,3,
MATH240-201909,MATH240,F2019,C,2.0,3,
MATH240-202009,MATH240,F2020,B+,3.3,3,
MATH240-202101,MATH240,W2021,A-,3.7,3,
MATH240-202109,MATH240,F2021,B-,2.7,3,
MATH240-202201,MATH240,W2022,B-,2.7,3,
MATH240-202209,MATH240,F2022,B,3.0,3,
MATH240-202301,MATH240,W2023,B-,2.7,3,
MATH240-202309,MATH240,F2023,B-,2.7,3,
MATH240-202401,MATH240,W2024,B-,2.7,3,
MATH242-201409,MATH242,F2014,B+,3.3,3,
MATH242-201509,MATH242,F2015,B,3.0,3,
MATH242-201609,MATH242,F2016,B,3.0,3,
MATH242-201709,MATH242,F2017,B-,2.7,3,
MATH242-201809,MATH242,F2018,B,3.0,3,
MATH242-201909,MATH242,F2019,B-,2.7,3,
MATH242-202009,MATH242,F2020,A-,3.7,3,
MATH242-202109,MATH242,F2021,B,3.0,3,
MATH242-202209,MATH242,F2022,B+,3.3,3,
MATH242-202309,MATH242,F2023,B,3.0,3,
MATH243-201501,MATH243,W2015,B,3.0,3,
MATH243-201601,MATH243,W2016,B+,3.3,3,
MATH243-201701,MATH243,W2017,B,3.0,3,
MATH243-201801,MATH243,W2018,B,3.0,3,
MATH243-201901,MATH243,W2019,B,3.0,3,
MATH243-202101,MATH243,W2021,A-,3.7,3,
MATH243-202201,MATH243,W2022,B+,3.3,3,
MATH243-202301,MATH243,W2023,B,3.0,3,
MATH243-202401,MATH243,W2024,B+,3.3,3,
MATH247-201601,MATH247,W2016,B-,2.7,3,
MATH247-201701,MATH247,W2017,B+,3.3,3,
MATH247-201801,MATH247,W2018,B,3.0,3,
MATH247-201901,MATH247,W2019,B+,3.3,3,
MATH247-202101,MATH247,W2021,A-,3.7,3,
MATH247-202201,MATH247,W2022,B+,3.3,3,
MATH247-202301,MATH247,W2023,A,4.0,3,
MATH247-202401,MATH247,W2024,B+,3.3,3,
MATH248-201509,MATH248,F2015,B+,3.3,3,
MATH248-201609,MATH248,F2016,B+,3.3,3,
MATH248-201709,MATH248,F2017,B-,2.7,3,
MATH248-201809,MATH248,F2018,B+,3.3,3,
MATH248-201909,MATH248,F2019,B+,3.3,3,
MATH248-202009,MATH248,F2020,A-,3.7,3,
MATH248-202109,MATH248,F2021,B,3.0,3,
MATH248-202209,MATH248,F2022,B+,3.3,3,
MATH248-202309,MATH248,F2023,A-,3.7,3,
MATH249-201601,MATH249,W2016,B-,2.7,3,
MATH249-201701,MATH249,W2017,B-,2.7,3,
MATH249-201801,MATH249,W2018,B+,3.3,3,
MATH249-201901,MATH249,W2019,B,3.0,3,
MATH249-202101,MATH249,W2021,A-,3.7,3,
MATH249-202201,MATH249,W2022,B+,3.3,3,
MATH249-202301,MATH249,W2023,B+,3.3,3,
MATH249-202401,MATH249,W2024,B+,3.3,3,
MATH251-201501,MATH251,W2015,B+,3.3,3,
MATH251-201601,MATH251,W2016,B+,3.3,3,
MATH251-201701,MATH251,W2017,B,3.0,3,
MATH251-201801,MATH251,W2018,B-,2.7,3,
MATH251-201901,MATH251,W2019,B+,3.3,3,
MATH251-202101,MATH251,W2021,A-,3.7,3,
MATH251-202201,MATH251,W2022,B+,3.3,3,
MATH251-202301,MATH251,W2023,A-,3.7,3,
MATH251-202401,MATH251,W2024,B+,3.3,3,
MATH254-201509,MATH254,F2015,B+,3.3,3,
MATH254-201609,MATH254,F2016,B-,2.7,3,
MATH254-201709,MATH254,F2017,B,3.0,3,
MATH254-201809,MATH254,F2018,B+,3.3,3,
MATH254-201909,MATH254,F2019,B,3.0,3,
MATH254-202009,MATH254,F2020,A,4.0,3,
MATH254-202109,MATH254,F2021,B+,3.3,3,
MATH254-202209,MATH254,F2022,B+,3.3,3,
MATH254-202309,MATH254,F2023,B+,3.3,3,
MATH255-201501,MATH255,W2015,B-,2.7,3,
MATH255-201601,MATH255,W2016,B,3.0,3,
MATH255-201701,MATH255,W2017,B+,3.3,3,
MATH255-201801,MATH255,W2018,B,3.0,3,
MATH255-201901,MATH255,W2019,B,3.0,3,
MATH255-202101,MATH255,W2021,A-,3.7,3,
MATH255-202201,MATH255,W2022,A,4.0,3,
MATH255-202301,MATH255,W2023,B+,3.3,3,
MATH255-202401,MATH255,W2024,A,4.0,3,
MATH262-201309,MATH262,F2013,B+,3.3,3,
MATH262-201405,MATH262,S2014,B-,2.7,3,
MATH262-201409,MATH262,F2014,A-,3.7,3,
MATH262-201501,MATH262,W2015,B-,2.7,3,
MATH262-201505,MATH262,S2015,A-,3.7,3,
MATH262-201509,MATH262,F2015,B,3.0,3,
MATH262-201601,MATH262,W2016,C+,2.3,3,
MATH262-201605,MATH262,S2016,B+,3.3,3,
MATH262-201609,MATH262,F2016,B-,2.7,3,
MATH262-201701,MATH262,W2017,B-,2.7,3,
MATH262-201705,MATH262,S2017,B,3.0,3,
MATH262-201709,MATH262,F2017,B,3.0,3,
MATH262-201801,MATH262,W2018,B-,2.7,3,
MATH262-201805,MATH262,S2018,B-,2.7,3,
MATH262-201809,MATH262,F2018,B,3.0,3,
MATH262-201901,MATH262,W2019,B-,2.7,3,
MATH262-201905,MATH262,S2019,A-,3.7,3,
MATH262-201909,MATH262,F2019,B,3.0,3,
MATH262-202005,MATH262,S2020,A-,3.7,3,
MATH262-202009,MATH262,F2020,A-,3.7,3,
MATH262-202101,MATH262,W2021,B+,3.3,3,
MATH262-202105,MATH262,S2021,B+,3.3,3,
MATH262-202109,MATH262,F2021,B,3.0,3,
MATH262-202201,MATH262,W2022,B-,2.7,3,
MATH262-202205,MATH262,S2022,B+,3.3,3,
MATH262-202209,MATH262,F2022,B+,3.3,3,
MATH262-202301,MATH262,W2023,B,3.0,3,
MATH262-202305,MATH262,S2023,B,3.0,3,
MATH262-202309,MATH262,F2023,A-,3.7,3,
MATH262-202401,MATH262,W2024,B-,2.7,3,
MATH262-202405,MATH262,S2024,B-,2.7,3,
MATH263-201309,MATH263,F2013,C+,2.3,3,
MATH263-201401,MATH263,W2014,B-,2.7,3,
MATH263-201409,MATH263,F2014,B,3.0,3,
MATH263-201501,MATH263,W2015,B,3.0,3,
MATH263-201505,MATH263,S2015,B,3.0,3,
MATH263-201509,MATH263,F2015,B+,3.3,3,
MATH263-201601,MATH263,W2016,C+,2.3,3,
MATH263-201605,MATH263,S2016,A-,3.7,3,
MATH263-201609,MATH263,F2016,B,3.0,3,
MATH263-201701,MATH263,W2017,B+,3.3,3,
MATH263-201705,MATH263,S2017,A-,3.7,3,
MATH263-201709,MATH263,F2017,B,3.0,3,
MATH263-201801,MATH263,W2018,B+,3.3,3,
MATH263-201805,MATH263,S2018,B,3.0,3,
MATH263-201809,MATH263,F2018,B,3.0,3,
MATH263-201901,MATH263,W2019,B-,2.7,3,
MATH263-201905,MATH263,S2019,B-,2.7,3,
MATH263-201909,MATH263,F2019,B,3.0,3,
MATH263-202005,MATH263,S2020,A-,3.7,3,
MATH263-202009,MATH263,F2020,A,4.0,3,
MATH263-202101,MATH263,W2021,A-,3.7,3,
MATH263-202105,MATH263,S2021,B+,3.3,3,
MATH263-202109,MATH263,F2021,A,4.0,3,
MATH263-202201,MATH263,W2022,B-,2.7,3,
MATH263-202205,MATH263,S2022,A-,3.7,3,
MATH263-202209,MATH263,F2022,A-,3.7,3,
MATH263-202301,MATH263,W2023,B,3.0,3,
MATH263-202305,MATH263,S2023,B,3.0,3,
MATH263-202309,MATH263,F2023,A-,3.7,3,
MATH263-202401,MATH263,W2024,B,3.0,3,
MATH263-202405,MATH263,S2024,B-,2.7,3,
MATH264-201401,MATH264,W2014,B-,2.7,3,
MATH264-201405,MATH264,S2014,B,3.0,3,
MATH264-201501,MATH264,W2015,B,3.0,3,
MATH264-201505,MATH264,S2015,B,3.0,3,
MATH264-201509,MATH264,F2015,B-,2.7,3,
MATH264-201601,MATH264,W2016,B,3.0,3,
MATH264-201605,MATH264,S2016,C+,2.3,3,
